skin_tone,eye_color,hair_color,primary_season,color_palette,palette_name,noisy_color_palette,noisy_palette_name
medium,brown,black,Spring,"['golden yellow', 'clear turquoise', 'grey', 'orange', 'jewel blue']",Palette_5fb9c427,"['dark golden yellow', 'bright clear turquoise', 'grey', 'dark orange', 'dark jewel blue']",Palette_d24a2db8
mediumTan,brown,brown,Autumn,"['warm brown', 'orange', 'warm green', 'pastel blue', 'jewel blue']",Palette_c0528c33,"['muted warm brown', 'orange', 'dark warm green', 'light pastel blue', 'jewel blue']",Palette_2349c100
fairLight,brown,red,Summer,"['soft pink', 'grey', 'clear turquoise', 'olive green', 'white']",Palette_d3de3452,"['soft pink', 'muted grey', 'muted clear turquoise', 'olive green', 'muted white']",Palette_16d6bcf7
mediumTan,brown,brown,Autumn,"['warm brown', 'olive green', 'warm green', 'pastel blue', 'white']",Palette_3b5cd563,"['dark warm brown', 'dark olive green', 'muted warm green', 'muted pastel blue', 'muted white']",Palette_fe259596
medium,brown,black,Spring,"['warm green', 'clear turquoise', 'grey', 'orange', 'white']",Palette_386a5719,"['light warm green', 'dark clear turquoise', 'grey', 'dark orange', 'muted white']",Palette_295d2ab0
fair,green,black,Summer,"['pastel blue', 'soft green', 'coral', 'orange', 'black']",Palette_70442f22,"['light pastel blue', 'bright soft green', 'coral', 'muted orange', 'black']",Palette_dae32552
lightMedium,brown,brown,Autumn,"['warm brown', 'deep red', 'peach', 'lavender', 'jewel blue']",Palette_d175793e,"['dark warm brown', 'muted deep red', 'peach', 'muted lavender', 'light jewel blue']",Palette_31cb419c
light,green,brown,Summer,"['soft pink', 'soft green', 'golden yellow', 'orange', 'bright red']",Palette_9bf9c8e2,"['dark soft pink', 'soft green', 'dark golden yellow', 'bright orange', 'muted bright red']",Palette_ff251a6b
fairLight,brown,brown,Summer,"['pastel blue', 'grey', 'golden yellow', 'deep red', 'white']",Palette_824226aa,"['dark pastel blue', 'dark grey', 'bright golden yellow', 'muted deep red', 'light white']",Palette_7a596782
light,blue,blonde,Spring,"['peach', 'clear turquoise', 'pastel blue', 'deep red', 'black']",Palette_396fa72f,"['dark peach', 'dark clear turquoise', 'dark pastel blue', 'bright deep red', 'bright black']",Palette_1f2faa58
light,blue,blonde,Spring,"['peach', 'coral', 'soft pink', 'olive green', 'black']",Palette_f21778b2,"['muted peach', 'muted coral', 'dark soft pink', 'light olive green', 'light black']",Palette_5c4b630b
fairLight,hazel,blonde,Spring,"['warm green', 'peach', 'grey', 'mustard', 'black']",Palette_0841bb85,"['dark warm green', 'muted peach', 'light grey', 'light mustard', 'light black']",Palette_513cb619
fair,blue,blonde,Spring,"['warm green', 'golden yellow', 'lavender', 'orange', 'bright red']",Palette_1b00fe6a,"['dark warm green', 'bright golden yellow', 'dark lavender', 'dark orange', 'muted bright red']",Palette_72e9a5c9
fair,hazel,brown,Summer,"['soft pink', 'lavender', 'warm green', 'warm brown', 'jewel blue']",Palette_924852af,"['light soft pink', 'light lavender', 'muted warm green', 'bright warm brown', 'muted jewel blue']",Palette_b6d39aad
lightMedium,brown,brown,Autumn,"['mustard', 'deep red', 'warm green', 'soft pink', 'bright red']",Palette_2615d737,"['light mustard', 'muted deep red', 'light warm green', 'muted soft pink', 'bright red']",Palette_6ed0f06b
tan,brown,black,Spring,"['warm green', 'peach', 'pastel blue', 'warm brown', 'jewel blue']",Palette_353bc9af,"['muted warm green', 'peach', 'muted pastel blue', 'light warm brown', 'bright jewel blue']",Palette_4f08f053
fairLight,hazel,brown,Summer,"['pastel blue', 'grey', 'warm green', 'warm brown', 'white']",Palette_cc501fae,"['light pastel blue', 'grey', 'warm green', 'warm brown', 'bright white']",Palette_94d9ebe5
mediumTan,brown,brown,Autumn,"['deep red', 'orange', 'clear turquoise', 'grey', 'white']",Palette_005899a2,"['dark deep red', 'light orange', 'clear turquoise', 'grey', 'muted white']",Palette_8bb1714f
light,green,brown,Summer,"['lavender', 'soft pink', 'peach', 'warm brown', 'bright red']",Palette_8c1ec426,"['dark lavender', 'muted soft pink', 'bright peach', 'warm brown', 'bright red']",Palette_5cf2e37f
lightMedium,brown,brown,Autumn,"['deep red', 'orange', 'peach', 'lavender', 'navy']",Palette_468faf3a,"['muted deep red', 'light orange', 'peach', 'bright lavender', 'dark navy']",Palette_c39a4baf
mediumTan,brown,black,Spring,"['coral', 'golden yellow', 'lavender', 'orange', 'jewel blue']",Palette_ab62ae4e,"['coral', 'muted golden yellow', 'bright lavender', 'muted orange', 'dark jewel blue']",Palette_d32bf650
fairLight,blue,brown,Summer,"['lavender', 'pastel blue', 'golden yellow', 'mustard', 'white']",Palette_bdd4d3ad,"['light lavender', 'dark pastel blue', 'golden yellow', 'bright mustard', 'dark white']",Palette_b2407c8a
light,hazel,brunette,Summer,"['grey', 'pastel blue', 'golden yellow', 'olive green', 'navy']",Palette_59ea265c,"['muted grey', 'dark pastel blue', 'dark golden yellow', 'olive green', 'muted navy']",Palette_2d6d2fdb
light,green,brown,Summer,"['pastel blue', 'lavender', 'peach', 'olive green', 'black']",Palette_8b40a5b7,"['light pastel blue', 'dark lavender', 'peach', 'light olive green', 'black']",Palette_2fc26f82
lightMedium,hazel,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft pink', 'mustard', 'white']",Palette_69bcfa15,"['muted clear turquoise', 'muted golden yellow', 'bright soft pink', 'light mustard', 'bright white']",Palette_660a800c
deep,brown,black,Winter,"['bright red', 'white', 'peach', 'grey', 'warm brown']",Palette_fc3bcb19,"['bright red', 'white', 'peach', 'bright grey', 'warm brown']",Palette_e32691c0
fair,brown,brown,Summer,"['soft pink', 'soft green', 'golden yellow', 'warm brown', 'navy']",Palette_7fb7d50e,"['bright soft pink', 'dark soft green', 'golden yellow', 'dark warm brown', 'navy']",Palette_57aadb57
fair,hazel,blonde,Spring,"['golden yellow', 'peach', 'pastel blue', 'orange', 'navy']",Palette_55b6a3eb,"['muted golden yellow', 'peach', 'bright pastel blue', 'light orange', 'light navy']",Palette_87aaf4bd
light,green,blonde,Spring,"['clear turquoise', 'warm green', 'grey', 'olive green', 'white']",Palette_a4be97b6,"['dark clear turquoise', 'dark warm green', 'dark grey', 'bright olive green', 'white']",Palette_e9b038d7
medium,brown,brown,Autumn,"['mustard', 'olive green', 'clear turquoise', 'lavender', 'bright red']",Palette_bbdcbd3f,"['bright mustard', 'light olive green', 'clear turquoise', 'muted lavender', 'bright red']",Palette_7c4867b2
lightMedium,brown,brown,Autumn,"['warm brown', 'olive green', 'coral', 'soft pink', 'white']",Palette_fb638afd,"['warm brown', 'light olive green', 'light coral', 'bright soft pink', 'muted white']",Palette_f93d36a3
light,brown,brown,Summer,"['soft pink', 'grey', 'coral', 'deep red', 'jewel blue']",Palette_7d74d142,"['soft pink', 'bright grey', 'dark coral', 'light deep red', 'muted jewel blue']",Palette_5da10b7f
fair,brown,brown,Summer,"['soft pink', 'soft green', 'golden yellow', 'orange', 'navy']",Palette_4c558333,"['light soft pink', 'muted soft green', 'golden yellow', 'muted orange', 'dark navy']",Palette_cd599218
fair,hazel,brown,Summer,"['soft pink', 'soft green', 'peach', 'warm brown', 'bright red']",Palette_1b4c48c5,"['light soft pink', 'muted soft green', 'peach', 'bright warm brown', 'dark bright red']",Palette_bcc936e7
light,Other,brown,Summer,"['pastel blue', 'soft green', 'warm green', 'deep red', 'navy']",Palette_23b53710,"['muted pastel blue', 'bright soft green', 'muted warm green', 'deep red', 'navy']",Palette_35f07b3a
lightMedium,brown,blonde,Spring,"['coral', 'peach', 'grey', 'deep red', 'white']",Palette_bb2683b6,"['light coral', 'light peach', 'bright grey', 'light deep red', 'bright white']",Palette_e61513ac
tan,brown,brown,Autumn,"['warm brown', 'olive green', 'clear turquoise', 'grey', 'white']",Palette_4f58949e,"['muted warm brown', 'dark olive green', 'clear turquoise', 'muted grey', 'light white']",Palette_bf55afaa
lightMedium,brown,brown,Autumn,"['warm brown', 'deep red', 'golden yellow', 'soft green', 'black']",Palette_afe18397,"['warm brown', 'deep red', 'muted golden yellow', 'muted soft green', 'dark black']",Palette_7d22c09d
fair,brown,red,Summer,"['soft pink', 'pastel blue', 'warm green', 'olive green', 'navy']",Palette_f1d14076,"['dark soft pink', 'muted pastel blue', 'warm green', 'dark olive green', 'bright navy']",Palette_9218dd1e
light,brown,black,Summer,"['pastel blue', 'soft green', 'clear turquoise', 'olive green', 'jewel blue']",Palette_ec04f03b,"['muted pastel blue', 'soft green', 'bright clear turquoise', 'olive green', 'dark jewel blue']",Palette_7eac23a1
light,hazel,blonde,Spring,"['coral', 'golden yellow', 'lavender', 'mustard', 'jewel blue']",Palette_6a4012d0,"['dark coral', 'muted golden yellow', 'bright lavender', 'bright mustard', 'bright jewel blue']",Palette_10cbd708
lightMedium,brown,brown,Autumn,"['warm brown', 'mustard', 'warm green', 'soft green', 'jewel blue']",Palette_0a76c4c8,"['bright warm brown', 'light mustard', 'warm green', 'bright soft green', 'muted jewel blue']",Palette_1c6d6bd6
light,blue,blonde,Spring,"['warm green', 'golden yellow', 'soft green', 'warm brown', 'white']",Palette_bc0f2653,"['warm green', 'bright golden yellow', 'light soft green', 'muted warm brown', 'bright white']",Palette_e0ce0541
fair,blue,brown,Summer,"['soft green', 'soft pink', 'warm green', 'olive green', 'bright red']",Palette_d0cefe39,"['muted soft green', 'muted soft pink', 'light warm green', 'light olive green', 'bright bright red']",Palette_d3f4c62f
mediumTan,green,brown,Autumn,"['olive green', 'deep red', 'peach', 'soft pink', 'navy']",Palette_c6846cbd,"['bright olive green', 'dark deep red', 'dark peach', 'dark soft pink', 'light navy']",Palette_c2be11c8
lightMedium,green,brown,Autumn,"['warm brown', 'orange', 'coral', 'soft pink', 'jewel blue']",Palette_22013840,"['bright warm brown', 'dark orange', 'coral', 'muted soft pink', 'bright jewel blue']",Palette_bcee40eb
light,blue,brunette,Summer,"['pastel blue', 'grey', 'golden yellow', 'mustard', 'jewel blue']",Palette_7ac261d6,"['bright pastel blue', 'dark grey', 'light golden yellow', 'bright mustard', 'light jewel blue']",Palette_46cae5cd
tan,brown,black,Spring,"['coral', 'golden yellow', 'pastel blue', 'warm brown', 'black']",Palette_203c248e,"['dark coral', 'dark golden yellow', 'dark pastel blue', 'dark warm brown', 'dark black']",Palette_1318ca42
fairLight,blue,blonde,Spring,"['peach', 'clear turquoise', 'pastel blue', 'mustard', 'white']",Palette_f8fa9a1d,"['muted peach', 'muted clear turquoise', 'light pastel blue', 'bright mustard', 'bright white']",Palette_5730c593
mediumTan,brown,brown,Autumn,"['warm brown', 'orange', 'coral', 'pastel blue', 'white']",Palette_847b1728,"['bright warm brown', 'orange', 'dark coral', 'muted pastel blue', 'light white']",Palette_c45c2c7a
light,brown,brunette,Summer,"['soft pink', 'soft green', 'warm green', 'warm brown', 'black']",Palette_20d621e8,"['muted soft pink', 'soft green', 'muted warm green', 'warm brown', 'dark black']",Palette_2b6c0c1e
light,brown,brunette,Summer,"['grey', 'soft green', 'peach', 'orange', 'white']",Palette_2f02763a,"['grey', 'muted soft green', 'peach', 'bright orange', 'white']",Palette_18a6f520
fair,blue,blonde,Spring,"['coral', 'golden yellow', 'soft green', 'warm brown', 'jewel blue']",Palette_9e4933be,"['muted coral', 'bright golden yellow', 'bright soft green', 'dark warm brown', 'dark jewel blue']",Palette_aeaefc3c
fair,brown,brown,Summer,"['grey', 'soft pink', 'peach', 'warm brown', 'navy']",Palette_8290da46,"['muted grey', 'bright soft pink', 'light peach', 'warm brown', 'bright navy']",Palette_9719b11b
lightMedium,green,blonde,Spring,"['coral', 'peach', 'grey', 'warm brown', 'white']",Palette_e288c9e8,"['dark coral', 'bright peach', 'muted grey', 'light warm brown', 'white']",Palette_ba8e403f
fair,blue,blonde,Spring,"['warm green', 'coral', 'pastel blue', 'warm brown', 'jewel blue']",Palette_cdb2c4f4,"['warm green', 'bright coral', 'light pastel blue', 'warm brown', 'dark jewel blue']",Palette_7e2bed41
fair,green,red,Spring,"['golden yellow', 'warm green', 'soft pink', 'deep red', 'black']",Palette_1160eca9,"['golden yellow', 'muted warm green', 'muted soft pink', 'light deep red', 'muted black']",Palette_33c1e7bf
light,brown,brown,Summer,"['pastel blue', 'soft pink', 'peach', 'deep red', 'navy']",Palette_9ac3ceb7,"['light pastel blue', 'muted soft pink', 'muted peach', 'bright deep red', 'dark navy']",Palette_12e75770
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'warm green', 'pastel blue', 'jewel blue']",Palette_c3095a18,"['orange', 'deep red', 'bright warm green', 'bright pastel blue', 'dark jewel blue']",Palette_d1f67f9f
fair,hazel,brown,Summer,"['soft green', 'soft pink', 'coral', 'orange', 'bright red']",Palette_095f3388,"['bright soft green', 'soft pink', 'light coral', 'muted orange', 'muted bright red']",Palette_5b4f0a36
lightMedium,brown,red,Autumn,"['orange', 'mustard', 'golden yellow', 'grey', 'black']",Palette_fecdcdbf,"['muted orange', 'mustard', 'muted golden yellow', 'bright grey', 'bright black']",Palette_022d465e
light,brown,brown,Summer,"['grey', 'pastel blue', 'warm green', 'olive green', 'black']",Palette_1e9569d8,"['dark grey', 'muted pastel blue', 'light warm green', 'bright olive green', 'light black']",Palette_3c8b2a50
Other,blue,blonde,Spring,"['peach', 'warm green', 'soft pink', 'orange', 'navy']",Palette_564b8af1,"['bright peach', 'warm green', 'dark soft pink', 'orange', 'muted navy']",Palette_3890ac07
light,brown,brown,Summer,"['grey', 'soft green', 'coral', 'warm brown', 'jewel blue']",Palette_c3ceaf73,"['grey', 'light soft green', 'dark coral', 'bright warm brown', 'dark jewel blue']",Palette_11b610e6
fair,hazel,auburn,Spring,"['warm green', 'clear turquoise', 'soft green', 'mustard', 'navy']",Palette_5af13115,"['light warm green', 'muted clear turquoise', 'light soft green', 'muted mustard', 'navy']",Palette_4619f9dd
medium,hazel,red,Autumn,"['warm brown', 'deep red', 'warm green', 'grey', 'navy']",Palette_ec008c89,"['warm brown', 'deep red', 'warm green', 'dark grey', 'navy']",Palette_8f9ed732
fair,blue,blonde,Spring,"['clear turquoise', 'peach', 'soft green', 'olive green', 'black']",Palette_c2417d13,"['light clear turquoise', 'light peach', 'light soft green', 'muted olive green', 'muted black']",Palette_fc5e036f
Other,brown,brown,Winter,"['bright red', 'white', 'warm green', 'grey', 'olive green']",Palette_f97704b7,"['light bright red', 'muted white', 'dark warm green', 'grey', 'olive green']",Palette_3bd7d53d
lightMedium,green,brown,Autumn,"['deep red', 'orange', 'golden yellow', 'soft green', 'bright red']",Palette_3345c90d,"['muted deep red', 'dark orange', 'muted golden yellow', 'dark soft green', 'light bright red']",Palette_85b2d5a1
lightMedium,hazel,brown,Autumn,"['warm brown', 'olive green', 'warm green', 'soft pink', 'jewel blue']",Palette_87a27145,"['muted warm brown', 'light olive green', 'warm green', 'muted soft pink', 'bright jewel blue']",Palette_387af174
lightMedium,brown,black,Spring,"['coral', 'clear turquoise', 'soft green', 'deep red', 'jewel blue']",Palette_1a907151,"['coral', 'bright clear turquoise', 'bright soft green', 'light deep red', 'dark jewel blue']",Palette_7277ecd3
medium,brown,brown,Autumn,"['orange', 'olive green', 'golden yellow', 'grey', 'bright red']",Palette_603fceba,"['light orange', 'dark olive green', 'light golden yellow', 'grey', 'bright red']",Palette_e57b2c6b
lightMedium,brown,auburn,Autumn,"['warm brown', 'mustard', 'coral', 'pastel blue', 'white']",Palette_80c95fa4,"['dark warm brown', 'bright mustard', 'muted coral', 'muted pastel blue', 'white']",Palette_7ab91668
tan,hazel,brown,Autumn,"['olive green', 'deep red', 'golden yellow', 'soft green', 'black']",Palette_d5945b4e,"['dark olive green', 'dark deep red', 'muted golden yellow', 'light soft green', 'dark black']",Palette_78522dae
fair,green,blonde,Spring,"['coral', 'clear turquoise', 'pastel blue', 'deep red', 'jewel blue']",Palette_fb9ac056,"['dark coral', 'bright clear turquoise', 'muted pastel blue', 'light deep red', 'dark jewel blue']",Palette_6caf58fb
fair,brown,brown,Summer,"['soft green', 'pastel blue', 'peach', 'deep red', 'navy']",Palette_ca0453e2,"['light soft green', 'light pastel blue', 'bright peach', 'light deep red', 'dark navy']",Palette_18c4858f
