skin_tone,eye_color,hair_color,primary_season,color_palette
fair,blue,red,Spring,"['coral', 'warm green', 'soft pink', 'orange', 'navy']"
fair,blue,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft green', 'orange', 'white']"
lightMedium,brown,black,Spring,"['golden yellow', 'peach', 'lavender', 'orange', 'jewel blue']"
fair,hazel,black,Summer,"['soft pink', 'soft green', 'golden yellow', 'deep red', 'bright red']"
tan,brown,black,Spring,"['warm green', 'golden yellow', 'pastel blue', 'orange', 'navy']"
light,brown,black,Summer,"['grey', 'soft pink', 'coral', 'orange', 'bright red']"
light,hazel,auburn,Spring,"['warm green', 'clear turquoise', 'lavender', 'warm brown', 'bright red']"
light,brown,Other,Summer,"['soft green', 'soft pink', 'golden yellow', 'warm brown', 'jewel blue']"
light,brown,blonde,Summer,"['grey', 'soft green', 'peach', 'olive green', 'white']"
fair,hazel,auburn,Spring,"['clear turquoise', 'peach', 'soft pink', 'orange', 'bright red']"
Other,brown,black,Winter,"['bright red', 'black', 'peach', 'lavender', 'deep red']"
light,brown,black,Summer,"['soft pink', 'soft green', 'warm green', 'warm brown', 'black']"
medium,brown,black,Spring,"['coral', 'clear turquoise', 'lavender', 'orange', 'white']"
fair,brown,black,Summer,"['soft green', 'pastel blue', 'warm green', 'orange', 'jewel blue']"
fair,blue,blonde,Spring,"['clear turquoise', 'warm green', 'grey', 'olive green', 'navy']"
lightMedium,blue,blonde,Spring,"['peach', 'clear turquoise', 'lavender', 'warm brown', 'bright red']"
fair,blue,blonde,Spring,"['clear turquoise', 'coral', 'soft green', 'olive green', 'navy']"
lightMedium,brown,black,Spring,"['warm green', 'coral', 'soft pink', 'warm brown', 'white']"
fair,blue,blonde,Spring,"['warm green', 'coral', 'soft green', 'mustard', 'bright red']"
light,blue,blonde,Spring,"['warm green', 'clear turquoise', 'pastel blue', 'mustard', 'bright red']"
light,green,blonde,Spring,"['coral', 'golden yellow', 'lavender', 'olive green', 'white']"
fair,hazel,blonde,Spring,"['golden yellow', 'warm green', 'soft pink', 'olive green', 'white']"
fair,brown,black,Summer,"['pastel blue', 'soft green', 'coral', 'orange', 'jewel blue']"
light,blue,blonde,Spring,"['peach', 'warm green', 'grey', 'orange', 'black']"
fair,blue,black,Summer,"['lavender', 'soft green', 'golden yellow', 'deep red', 'black']"
tan,brown,black,Spring,"['warm green', 'clear turquoise', 'pastel blue', 'warm brown', 'black']"
medium,brown,black,Spring,"['peach', 'golden yellow', 'soft pink', 'orange', 'white']"
tan,brown,black,Spring,"['clear turquoise', 'coral', 'soft green', 'orange', 'navy']"
lightMedium,brown,black,Spring,"['golden yellow', 'coral', 'soft green', 'mustard', 'bright red']"
light,blue,blonde,Spring,"['warm green', 'golden yellow', 'pastel blue', 'deep red', 'navy']"
fair,blue,black,Summer,"['lavender', 'soft pink', 'golden yellow', 'olive green', 'white']"
fair,blue,blonde,Spring,"['coral', 'peach', 'pastel blue', 'orange', 'bright red']"
fair,blue,blonde,Spring,"['peach', 'clear turquoise', 'pastel blue', 'warm brown', 'black']"
fair,blue,blonde,Spring,"['coral', 'peach', 'lavender', 'deep red', 'black']"
light,blue,blonde,Spring,"['warm green', 'clear turquoise', 'soft pink', 'mustard', 'black']"
tan,brown,black,Spring,"['warm green', 'clear turquoise', 'grey', 'warm brown', 'white']"
fair,green,blonde,Spring,"['warm green', 'golden yellow', 'soft green', 'orange', 'navy']"
light,brown,black,Summer,"['lavender', 'grey', 'warm green', 'orange', 'jewel blue']"
light,hazel,black,Summer,"['lavender', 'pastel blue', 'warm green', 'olive green', 'jewel blue']"
lightMedium,brown,auburn,Autumn,"['warm brown', 'mustard', 'warm green', 'soft pink', 'navy']"
light,hazel,blonde,Spring,"['coral', 'clear turquoise', 'soft green', 'orange', 'navy']"
fair,green,blonde,Spring,"['coral', 'warm green', 'soft green', 'warm brown', 'jewel blue']"
fair,blue,blonde,Spring,"['golden yellow', 'peach', 'lavender', 'orange', 'bright red']"
fair,hazel,black,Summer,"['lavender', 'grey', 'peach', 'warm brown', 'black']"
fair,blue,blonde,Spring,"['peach', 'warm green', 'pastel blue', 'deep red', 'navy']"
fair,blue,blonde,Spring,"['clear turquoise', 'coral', 'soft pink', 'warm brown', 'white']"
medium,brown,black,Spring,"['warm green', 'peach', 'lavender', 'mustard', 'bright red']"
light,blue,blonde,Spring,"['coral', 'peach', 'soft pink', 'mustard', 'navy']"
light,green,blonde,Spring,"['clear turquoise', 'coral', 'soft pink', 'olive green', 'white']"
light,Other,black,Summer,"['soft pink', 'soft green', 'clear turquoise', 'deep red', 'black']"
light,green,blonde,Spring,"['peach', 'warm green', 'soft pink', 'mustard', 'bright red']"
medium,brown,black,Spring,"['peach', 'clear turquoise', 'pastel blue', 'olive green', 'jewel blue']"
fair,green,blonde,Spring,"['golden yellow', 'coral', 'grey', 'deep red', 'jewel blue']"
lightMedium,brown,auburn,Autumn,"['deep red', 'orange', 'coral', 'grey', 'bright red']"
fair,green,black,Summer,"['pastel blue', 'grey', 'coral', 'deep red', 'black']"
medium,blue,blonde,Spring,"['warm green', 'peach', 'lavender', 'orange', 'black']"
light,brown,blonde,Summer,"['grey', 'soft pink', 'peach', 'orange', 'bright red']"
light,hazel,blonde,Spring,"['clear turquoise', 'golden yellow', 'grey', 'warm brown', 'white']"
fair,Other,blonde,Summer,"['lavender', 'soft green', 'clear turquoise', 'deep red', 'bright red']"
light,hazel,blonde,Spring,"['clear turquoise', 'warm green', 'grey', 'warm brown', 'bright red']"
light,brown,auburn,Summer,"['soft pink', 'grey', 'peach', 'orange', 'black']"
light,brown,auburn,Summer,"['lavender', 'grey', 'coral', 'deep red', 'navy']"
light,hazel,blonde,Spring,"['clear turquoise', 'peach', 'grey', 'mustard', 'bright red']"
light,green,blonde,Spring,"['warm green', 'golden yellow', 'lavender', 'mustard', 'bright red']"
medium,brown,black,Spring,"['golden yellow', 'coral', 'lavender', 'deep red', 'black']"
lightMedium,brown,black,Spring,"['golden yellow', 'coral', 'soft green', 'warm brown', 'black']"
light,green,brown,Summer,"['grey', 'soft green', 'warm green', 'olive green', 'bright red']"
fair,brown,brown,Summer,"['lavender', 'soft pink', 'warm green', 'warm brown', 'white']"
fair,green,brunette,Summer,"['grey', 'soft pink', 'golden yellow', 'mustard', 'navy']"
fair,brown,blonde,Summer,"['soft green', 'lavender', 'golden yellow', 'deep red', 'navy']"
lightMedium,blue,brown,Spring,"['golden yellow', 'peach', 'soft green', 'deep red', 'jewel blue']"
medium,brown,black,Spring,"['coral', 'warm green', 'grey', 'deep red', 'navy']"
medium,brown,black,Spring,"['clear turquoise', 'golden yellow', 'grey', 'deep red', 'navy']"
fair,blue,blonde,Spring,"['golden yellow', 'peach', 'grey', 'olive green', 'jewel blue']"
medium,brown,black,Spring,"['coral', 'warm green', 'pastel blue', 'deep red', 'white']"
fair,blue,blonde,Spring,"['clear turquoise', 'golden yellow', 'pastel blue', 'orange', 'bright red']"
mediumTan,brown,brown,Autumn,"['warm brown', 'mustard', 'coral', 'lavender', 'navy']"
light,hazel,brown,Summer,"['lavender', 'soft pink', 'coral', 'mustard', 'black']"
light,blue,auburn,Spring,"['golden yellow', 'clear turquoise', 'pastel blue', 'orange', 'bright red']"
light,hazel,brown,Summer,"['soft green', 'lavender', 'golden yellow', 'mustard', 'white']"
light,green,brown,Summer,"['soft green', 'soft pink', 'golden yellow', 'olive green', 'jewel blue']"
light,brown,brunette,Summer,"['soft pink', 'pastel blue', 'coral', 'orange', 'navy']"
fair,blue,blonde,Spring,"['peach', 'clear turquoise', 'soft green', 'deep red', 'white']"
fair,blue,blonde,Spring,"['warm green', 'peach', 'soft pink', 'mustard', 'jewel blue']"
light,hazel,blonde,Spring,"['coral', 'golden yellow', 'grey', 'olive green', 'black']"
lightMedium,brown,brown,Autumn,"['orange', 'olive green', 'coral', 'grey', 'jewel blue']"
fair,brown,brown,Summer,"['grey', 'soft green', 'warm green', 'deep red', 'bright red']"
fair,hazel,brown,Summer,"['grey', 'soft pink', 'warm green', 'deep red', 'black']"
light,blue,blonde,Spring,"['warm green', 'clear turquoise', 'soft green', 'olive green', 'navy']"
medium,brown,brown,Autumn,"['deep red', 'warm brown', 'golden yellow', 'soft pink', 'jewel blue']"
lightMedium,green,brown,Autumn,"['mustard', 'orange', 'warm green', 'soft green', 'white']"
mediumTan,brown,black,Spring,"['coral', 'warm green', 'lavender', 'warm brown', 'bright red']"
fair,green,black,Summer,"['grey', 'soft green', 'clear turquoise', 'deep red', 'white']"
lightMedium,brown,black,Spring,"['golden yellow', 'peach', 'lavender', 'olive green', 'navy']"
light,blue,blonde,Spring,"['clear turquoise', 'peach', 'lavender', 'olive green', 'bright red']"
tan,brown,brown,Autumn,"['mustard', 'orange', 'warm green', 'pastel blue', 'black']"
fair,blue,blonde,Spring,"['golden yellow', 'clear turquoise', 'grey', 'warm brown', 'white']"
lightMedium,brown,brown,Autumn,"['orange', 'mustard', 'peach', 'grey', 'bright red']"
medium,brown,brown,Autumn,"['olive green', 'deep red', 'warm green', 'grey', 'white']"
fair,blue,blonde,Spring,"['warm green', 'coral', 'pastel blue', 'mustard', 'jewel blue']"
medium,brown,red,Autumn,"['olive green', 'mustard', 'peach', 'soft pink', 'navy']"
Other,blue,brunette,Spring,"['coral', 'warm green', 'soft green', 'orange', 'black']"
lightMedium,brown,black,Spring,"['golden yellow', 'peach', 'soft green', 'orange', 'bright red']"
lightMedium,brown,brown,Autumn,"['deep red', 'orange', 'coral', 'soft pink', 'navy']"
lightMedium,brown,black,Spring,"['golden yellow', 'coral', 'grey', 'deep red', 'bright red']"
lightMedium,brown,black,Spring,"['peach', 'warm green', 'lavender', 'deep red', 'navy']"
fair,blue,brown,Summer,"['soft green', 'lavender', 'coral', 'warm brown', 'white']"
lightMedium,brown,brown,Autumn,"['orange', 'olive green', 'warm green', 'lavender', 'jewel blue']"
lightMedium,brown,black,Spring,"['peach', 'clear turquoise', 'lavender', 'deep red', 'black']"
lightMedium,brown,black,Spring,"['warm green', 'clear turquoise', 'soft pink', 'olive green', 'bright red']"
light,green,brown,Summer,"['pastel blue', 'lavender', 'coral', 'mustard', 'bright red']"
fair,hazel,auburn,Spring,"['clear turquoise', 'coral', 'pastel blue', 'deep red', 'white']"
lightMedium,brown,black,Spring,"['clear turquoise', 'coral', 'soft green', 'orange', 'white']"
light,green,brown,Summer,"['soft pink', 'grey', 'peach', 'mustard', 'jewel blue']"
light,hazel,brunette,Summer,"['pastel blue', 'soft green', 'clear turquoise', 'mustard', 'bright red']"
light,hazel,brown,Summer,"['grey', 'soft green', 'clear turquoise', 'olive green', 'white']"
fair,brown,brown,Summer,"['soft green', 'grey', 'clear turquoise', 'deep red', 'navy']"
fair,hazel,black,Summer,"['grey', 'pastel blue', 'warm green', 'orange', 'black']"
fair,hazel,brown,Summer,"['soft green', 'soft pink', 'peach', 'olive green', 'navy']"
fair,brown,brown,Summer,"['pastel blue', 'lavender', 'coral', 'mustard', 'bright red']"
light,blue,red,Spring,"['clear turquoise', 'peach', 'soft pink', 'orange', 'bright red']"
lightMedium,blue,blonde,Spring,"['warm green', 'peach', 'lavender', 'orange', 'white']"
fairLight,blue,brown,Summer,"['soft pink', 'soft green', 'warm green', 'mustard', 'black']"
lightMedium,brown,brown,Autumn,"['mustard', 'warm brown', 'golden yellow', 'soft pink', 'navy']"
light,brown,brown,Summer,"['soft pink', 'soft green', 'golden yellow', 'olive green', 'navy']"
deep,brown,brown,Winter,"['jewel blue', 'black', 'warm green', 'pastel blue', 'deep red']"
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'coral', 'pastel blue', 'bright red']"
tan,brown,black,Spring,"['warm green', 'coral', 'lavender', 'orange', 'black']"
light,brown,brunette,Summer,"['grey', 'soft green', 'peach', 'deep red', 'jewel blue']"
light,blue,brown,Summer,"['soft green', 'pastel blue', 'golden yellow', 'mustard', 'jewel blue']"
medium,brown,black,Spring,"['clear turquoise', 'coral', 'pastel blue', 'deep red', 'navy']"
fairLight,brown,brown,Summer,"['pastel blue', 'soft green', 'coral', 'orange', 'navy']"
lightMedium,brown,black,Spring,"['coral', 'warm green', 'pastel blue', 'olive green', 'white']"
fair,blue,brunette,Summer,"['pastel blue', 'lavender', 'peach', 'mustard', 'black']"
medium,brown,black,Spring,"['peach', 'clear turquoise', 'pastel blue', 'mustard', 'black']"
lightMedium,brown,black,Spring,"['golden yellow', 'warm green', 'soft green', 'deep red', 'jewel blue']"
fairLight,blue,blonde,Spring,"['peach', 'warm green', 'soft pink', 'olive green', 'navy']"
mediumTan,brown,brown,Autumn,"['olive green', 'mustard', 'coral', 'lavender', 'bright red']"
lightMedium,brown,black,Spring,"['warm green', 'peach', 'soft green', 'deep red', 'bright red']"
fairLight,brown,brown,Summer,"['soft pink', 'soft green', 'golden yellow', 'olive green', 'white']"
lightMedium,blue,blonde,Spring,"['peach', 'warm green', 'grey', 'olive green', 'bright red']"
lightMedium,brown,brown,Autumn,"['orange', 'olive green', 'golden yellow', 'soft green', 'jewel blue']"
deep,brown,brown,Winter,"['bright red', 'black', 'golden yellow', 'pastel blue', 'deep red']"
medium,brown,black,Spring,"['clear turquoise', 'warm green', 'pastel blue', 'orange', 'white']"
lightMedium,brown,brown,Autumn,"['mustard', 'warm brown', 'coral', 'lavender', 'white']"
tan,brown,black,Spring,"['coral', 'clear turquoise', 'pastel blue', 'warm brown', 'jewel blue']"
light,green,red,Spring,"['coral', 'peach', 'soft pink', 'warm brown', 'bright red']"
fair,blue,brown,Summer,"['lavender', 'soft green', 'golden yellow', 'warm brown', 'bright red']"
lightMedium,brown,brown,Autumn,"['mustard', 'warm brown', 'clear turquoise', 'pastel blue', 'jewel blue']"
light,brown,brown,Summer,"['soft green', 'soft pink', 'golden yellow', 'warm brown', 'white']"
light,brown,brown,Summer,"['lavender', 'grey', 'golden yellow', 'warm brown', 'navy']"
light,blue,brown,Summer,"['soft green', 'lavender', 'clear turquoise', 'orange', 'navy']"
fair,green,brown,Summer,"['soft green', 'soft pink', 'clear turquoise', 'warm brown', 'navy']"
light,brown,blonde,Summer,"['soft green', 'soft pink', 'golden yellow', 'orange', 'bright red']"
light,brown,brown,Summer,"['lavender', 'grey', 'warm green', 'orange', 'navy']"
light,green,brown,Summer,"['soft pink', 'lavender', 'golden yellow', 'olive green', 'bright red']"
fairLight,hazel,brown,Summer,"['lavender', 'soft green', 'warm green', 'warm brown', 'white']"
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'clear turquoise', 'soft pink', 'navy']"
fair,hazel,blonde,Spring,"['warm green', 'golden yellow', 'pastel blue', 'olive green', 'navy']"
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'golden yellow', 'pastel blue', 'black']"
fairLight,blue,auburn,Spring,"['peach', 'clear turquoise', 'soft pink', 'olive green', 'white']"
mediumTan,brown,black,Spring,"['golden yellow', 'warm green', 'soft green', 'warm brown', 'navy']"
fair,blue,blonde,Spring,"['warm green', 'coral', 'grey', 'olive green', 'jewel blue']"
lightMedium,brown,black,Spring,"['golden yellow', 'warm green', 'lavender', 'mustard', 'navy']"
mediumTan,hazel,brown,Autumn,"['mustard', 'warm brown', 'golden yellow', 'lavender', 'bright red']"
fairLight,hazel,brown,Summer,"['pastel blue', 'grey', 'peach', 'warm brown', 'bright red']"
lightMedium,hazel,blonde,Spring,"['coral', 'warm green', 'pastel blue', 'mustard', 'jewel blue']"
fair,hazel,brown,Summer,"['soft green', 'grey', 'golden yellow', 'orange', 'black']"
mediumTan,green,brown,Autumn,"['warm brown', 'olive green', 'golden yellow', 'grey', 'jewel blue']"
medium,brown,black,Spring,"['warm green', 'golden yellow', 'soft pink', 'orange', 'bright red']"
tan,brown,black,Spring,"['golden yellow', 'coral', 'soft green', 'mustard', 'black']"
medium,brown,brown,Autumn,"['mustard', 'orange', 'golden yellow', 'soft pink', 'black']"
light,hazel,brown,Summer,"['grey', 'soft pink', 'golden yellow', 'mustard', 'navy']"
fair,blue,brown,Summer,"['lavender', 'soft green', 'coral', 'mustard', 'white']"
light,brown,Other,Summer,"['soft green', 'soft pink', 'golden yellow', 'olive green', 'navy']"
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'warm green', 'soft pink', 'white']"
lightMedium,blue,blonde,Spring,"['peach', 'warm green', 'soft pink', 'deep red', 'navy']"
fairLight,hazel,blonde,Spring,"['coral', 'peach', 'grey', 'olive green', 'bright red']"
fair,blue,brown,Summer,"['soft green', 'grey', 'warm green', 'olive green', 'navy']"
lightMedium,brown,brown,Autumn,"['deep red', 'warm brown', 'golden yellow', 'pastel blue', 'navy']"
fair,green,blonde,Spring,"['clear turquoise', 'warm green', 'grey', 'warm brown', 'jewel blue']"
lightMedium,brown,brown,Autumn,"['warm brown', 'olive green', 'clear turquoise', 'lavender', 'jewel blue']"
fair,brown,brown,Summer,"['soft pink', 'lavender', 'clear turquoise', 'olive green', 'black']"
fair,blue,blonde,Spring,"['golden yellow', 'peach', 'grey', 'deep red', 'black']"
light,brown,black,Summer,"['pastel blue', 'soft pink', 'warm green', 'mustard', 'navy']"
mediumTan,hazel,brown,Autumn,"['orange', 'warm brown', 'coral', 'lavender', 'bright red']"
light,brown,black,Summer,"['pastel blue', 'lavender', 'clear turquoise', 'mustard', 'bright red']"
lightMedium,hazel,brown,Autumn,"['orange', 'olive green', 'coral', 'pastel blue', 'navy']"
