skin_tone,eye_color,hair_color,primary_season,color_palette,palette_name
fair,brown,black,Summer,"['pastel blue', 'lavender', 'peach', 'orange', 'bright red']",Palette_d5064974
light,blue,black,Summer,"['lavender', 'soft green', 'coral', 'deep red', 'white']",Palette_067a1b4e
light,brown,blonde,Summer,"['grey', 'soft pink', 'warm green', 'deep red', 'navy']",Palette_8a65e049
fair,blue,blonde,Spring,"['coral', 'peach', 'lavender', 'orange', 'white']",Palette_1b20db7a
light,blue,blonde,Spring,"['warm green', 'coral', 'soft pink', 'mustard', 'white']",Palette_45c5280c
fair,brown,black,Summer,"['lavender', 'grey', 'golden yellow', 'orange', 'navy']",Palette_43cee1f9
deep,brown,black,Winter,"['jewel blue', 'navy', 'peach', 'soft pink', 'deep red']",Palette_ad89db8d
fair,brown,black,Summer,"['pastel blue', 'soft green', 'golden yellow', 'mustard', 'navy']",Palette_472f6c39
light,brown,black,Summer,"['soft pink', 'pastel blue', 'clear turquoise', 'olive green', 'bright red']",Palette_a36219dd
lightMedium,brown,black,Spring,"['clear turquoise', 'coral', 'soft green', 'orange', 'navy']",Palette_0ae0b2e2
light,brown,black,Summer,"['pastel blue', 'lavender', 'golden yellow', 'deep red', 'jewel blue']",Palette_864e2101
light,blue,blonde,Spring,"['coral', 'warm green', 'soft green', 'olive green', 'navy']",Palette_57d5d5df
fair,hazel,blonde,Spring,"['warm green', 'coral', 'pastel blue', 'olive green', 'navy']",Palette_3e1343d7
light,green,Other,Summer,"['soft pink', 'lavender', 'coral', 'deep red', 'navy']",Palette_9af19af3
light,blue,blonde,Spring,"['peach', 'warm green', 'soft pink', 'mustard', 'bright red']",Palette_5e922073
lightMedium,brown,black,Spring,"['clear turquoise', 'peach', 'pastel blue', 'warm brown', 'bright red']",Palette_2192b422
medium,brown,brown,Autumn,"['orange', 'deep red', 'clear turquoise', 'lavender', 'black']",Palette_880ebeef
light,brown,blonde,Summer,"['grey', 'lavender', 'warm green', 'orange', 'jewel blue']",Palette_c6286bc6
light,blue,blonde,Spring,"['clear turquoise', 'warm green', 'soft green', 'deep red', 'black']",Palette_8cfb55ba
light,blue,blonde,Spring,"['peach', 'golden yellow', 'pastel blue', 'orange', 'bright red']",Palette_31a68207
light,blue,blonde,Spring,"['golden yellow', 'clear turquoise', 'soft pink', 'orange', 'navy']",Palette_1dc221f0
tan,brown,black,Spring,"['golden yellow', 'clear turquoise', 'soft pink', 'orange', 'bright red']",Palette_07f19cab
fair,hazel,Other,Summer,"['soft green', 'soft pink', 'golden yellow', 'warm brown', 'white']",Palette_4b1efd74
tan,brown,black,Spring,"['warm green', 'peach', 'grey', 'olive green', 'white']",Palette_75a82213
light,brown,auburn,Summer,"['grey', 'soft green', 'golden yellow', 'orange', 'jewel blue']",Palette_e9d8f09a
fair,brown,blonde,Summer,"['pastel blue', 'soft green', 'coral', 'orange', 'jewel blue']",Palette_86fd7449
fair,blue,red,Spring,"['golden yellow', 'clear turquoise', 'pastel blue', 'olive green', 'white']",Palette_4dd59f5f
light,green,blonde,Spring,"['clear turquoise', 'warm green', 'lavender', 'olive green', 'jewel blue']",Palette_76517328
lightMedium,brown,black,Spring,"['golden yellow', 'peach', 'soft pink', 'orange', 'black']",Palette_71e38468
fair,blue,blonde,Spring,"['coral', 'clear turquoise', 'soft green', 'orange', 'bright red']",Palette_d31b632a
fair,brown,blonde,Summer,"['soft green', 'pastel blue', 'coral', 'warm brown', 'jewel blue']",Palette_49cd5b23
light,blue,blonde,Spring,"['coral', 'peach', 'grey', 'warm brown', 'white']",Palette_e288c9e8
light,blue,blonde,Spring,"['coral', 'golden yellow', 'soft pink', 'olive green', 'jewel blue']",Palette_cc336139
light,brown,black,Summer,"['soft green', 'soft pink', 'golden yellow', 'deep red', 'bright red']",Palette_4a8c3582
light,blue,blonde,Spring,"['golden yellow', 'warm green', 'lavender', 'mustard', 'navy']",Palette_c0d0538b
lightMedium,brown,black,Spring,"['golden yellow', 'warm green', 'lavender', 'warm brown', 'bright red']",Palette_13ecbe34
light,blue,blonde,Spring,"['peach', 'coral', 'lavender', 'warm brown', 'white']",Palette_9c33965f
light,brown,black,Summer,"['pastel blue', 'lavender', 'warm green', 'warm brown', 'black']",Palette_1f76effb
tan,brown,black,Spring,"['peach', 'coral', 'grey', 'mustard', 'jewel blue']",Palette_895906b9
fair,hazel,red,Spring,"['warm green', 'peach', 'soft pink', 'mustard', 'black']",Palette_6aa78aa3
fair,green,blonde,Spring,"['peach', 'golden yellow', 'pastel blue', 'mustard', 'black']",Palette_138422d9
tan,brown,black,Spring,"['warm green', 'coral', 'pastel blue', 'mustard', 'jewel blue']",Palette_e75185a6
fair,blue,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft green', 'olive green', 'white']",Palette_458dfc62
fair,blue,blonde,Spring,"['coral', 'golden yellow', 'pastel blue', 'orange', 'black']",Palette_3336fc25
medium,brown,black,Spring,"['golden yellow', 'clear turquoise', 'pastel blue', 'mustard', 'black']",Palette_a5b811b1
fair,blue,blonde,Spring,"['golden yellow', 'clear turquoise', 'pastel blue', 'olive green', 'navy']",Palette_09c69829
light,brown,black,Summer,"['soft green', 'pastel blue', 'coral', 'deep red', 'black']",Palette_6978f3ed
light,blue,blonde,Spring,"['clear turquoise', 'warm green', 'lavender', 'olive green', 'navy']",Palette_73481b35
light,brown,blonde,Summer,"['grey', 'pastel blue', 'warm green', 'mustard', 'black']",Palette_40bc6382
light,blue,blonde,Spring,"['clear turquoise', 'peach', 'lavender', 'olive green', 'white']",Palette_5fd16356
fair,brown,black,Summer,"['pastel blue', 'lavender', 'coral', 'mustard', 'bright red']",Palette_8da8a8bd
fair,blue,red,Spring,"['coral', 'warm green', 'soft pink', 'orange', 'navy']",Palette_792d762b
fair,blue,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft green', 'orange', 'white']",Palette_f842dd86
lightMedium,brown,black,Spring,"['golden yellow', 'peach', 'lavender', 'orange', 'jewel blue']",Palette_1810c619
fair,hazel,black,Summer,"['soft pink', 'soft green', 'golden yellow', 'deep red', 'bright red']",Palette_00898072
tan,brown,black,Spring,"['warm green', 'golden yellow', 'pastel blue', 'orange', 'navy']",Palette_238f53d0
light,brown,black,Summer,"['grey', 'soft pink', 'coral', 'orange', 'bright red']",Palette_32740830
light,hazel,auburn,Spring,"['warm green', 'clear turquoise', 'lavender', 'warm brown', 'bright red']",Palette_4eee27d8
light,brown,Other,Summer,"['soft green', 'soft pink', 'golden yellow', 'warm brown', 'jewel blue']",Palette_d8dc9cc5
light,brown,blonde,Summer,"['grey', 'soft green', 'peach', 'olive green', 'white']",Palette_71599c6e
fair,hazel,auburn,Spring,"['clear turquoise', 'peach', 'soft pink', 'orange', 'bright red']",Palette_7c785ccf
Other,brown,black,Winter,"['bright red', 'black', 'peach', 'lavender', 'deep red']",Palette_1233270f
light,brown,black,Summer,"['soft pink', 'soft green', 'warm green', 'warm brown', 'black']",Palette_20d621e8
medium,brown,black,Spring,"['coral', 'clear turquoise', 'lavender', 'orange', 'white']",Palette_f341fc34
fair,brown,black,Summer,"['soft green', 'pastel blue', 'warm green', 'orange', 'jewel blue']",Palette_32840036
fair,blue,blonde,Spring,"['clear turquoise', 'warm green', 'grey', 'olive green', 'navy']",Palette_4f10944c
lightMedium,blue,blonde,Spring,"['peach', 'clear turquoise', 'lavender', 'warm brown', 'bright red']",Palette_21e7c1ce
fair,blue,blonde,Spring,"['clear turquoise', 'coral', 'soft green', 'olive green', 'navy']",Palette_1d819ede
lightMedium,brown,black,Spring,"['warm green', 'coral', 'soft pink', 'warm brown', 'white']",Palette_4043b70f
fair,blue,blonde,Spring,"['warm green', 'coral', 'soft green', 'mustard', 'bright red']",Palette_6a01df5a
light,blue,blonde,Spring,"['warm green', 'clear turquoise', 'pastel blue', 'mustard', 'bright red']",Palette_23e78866
light,green,blonde,Spring,"['coral', 'golden yellow', 'lavender', 'olive green', 'white']",Palette_2daecd48
fair,hazel,blonde,Spring,"['golden yellow', 'warm green', 'soft pink', 'olive green', 'white']",Palette_a2a589bd
fair,brown,black,Summer,"['pastel blue', 'soft green', 'coral', 'orange', 'jewel blue']",Palette_86fd7449
light,blue,blonde,Spring,"['peach', 'warm green', 'grey', 'orange', 'black']",Palette_f97d8608
fair,blue,black,Summer,"['lavender', 'soft green', 'golden yellow', 'deep red', 'black']",Palette_8c7b8567
tan,brown,black,Spring,"['warm green', 'clear turquoise', 'pastel blue', 'warm brown', 'black']",Palette_380b259b
medium,brown,black,Spring,"['peach', 'golden yellow', 'soft pink', 'orange', 'white']",Palette_c70fc959
tan,brown,black,Spring,"['clear turquoise', 'coral', 'soft green', 'orange', 'navy']",Palette_0ae0b2e2
lightMedium,brown,black,Spring,"['golden yellow', 'coral', 'soft green', 'mustard', 'bright red']",Palette_a4722239
light,blue,blonde,Spring,"['warm green', 'golden yellow', 'pastel blue', 'deep red', 'navy']",Palette_86012d47
fair,blue,black,Summer,"['lavender', 'soft pink', 'golden yellow', 'olive green', 'white']",Palette_3751e512
fair,blue,blonde,Spring,"['coral', 'peach', 'pastel blue', 'orange', 'bright red']",Palette_f972c2e8
fair,blue,blonde,Spring,"['peach', 'clear turquoise', 'pastel blue', 'warm brown', 'black']",Palette_26eec03d
fair,blue,blonde,Spring,"['coral', 'peach', 'lavender', 'deep red', 'black']",Palette_bad6c706
light,blue,blonde,Spring,"['warm green', 'clear turquoise', 'soft pink', 'mustard', 'black']",Palette_6fec3b0b
tan,brown,black,Spring,"['warm green', 'clear turquoise', 'grey', 'warm brown', 'white']",Palette_c25a69af
fair,green,blonde,Spring,"['warm green', 'golden yellow', 'soft green', 'orange', 'navy']",Palette_9ff77ce3
light,brown,black,Summer,"['lavender', 'grey', 'warm green', 'orange', 'jewel blue']",Palette_5f14cd2c
light,hazel,black,Summer,"['lavender', 'pastel blue', 'warm green', 'olive green', 'jewel blue']",Palette_a2869615
lightMedium,brown,auburn,Autumn,"['warm brown', 'mustard', 'warm green', 'soft pink', 'navy']",Palette_85209dcc
light,hazel,blonde,Spring,"['coral', 'clear turquoise', 'soft green', 'orange', 'navy']",Palette_c8283536
fair,green,blonde,Spring,"['coral', 'warm green', 'soft green', 'warm brown', 'jewel blue']",Palette_57e91722
fair,blue,blonde,Spring,"['golden yellow', 'peach', 'lavender', 'orange', 'bright red']",Palette_b5c5a550
fair,hazel,black,Summer,"['lavender', 'grey', 'peach', 'warm brown', 'black']",Palette_c54602c2
fair,blue,blonde,Spring,"['peach', 'warm green', 'pastel blue', 'deep red', 'navy']",Palette_b0358da5
fair,blue,blonde,Spring,"['clear turquoise', 'coral', 'soft pink', 'warm brown', 'white']",Palette_1200a326
medium,brown,black,Spring,"['warm green', 'peach', 'lavender', 'mustard', 'bright red']",Palette_b3a73955
light,blue,blonde,Spring,"['coral', 'peach', 'soft pink', 'mustard', 'navy']",Palette_94bbe849
light,green,blonde,Spring,"['clear turquoise', 'coral', 'soft pink', 'olive green', 'white']",Palette_2aa2b58d
light,Other,black,Summer,"['soft pink', 'soft green', 'clear turquoise', 'deep red', 'black']",Palette_d051990c
light,green,blonde,Spring,"['peach', 'warm green', 'soft pink', 'mustard', 'bright red']",Palette_5e922073
medium,brown,black,Spring,"['peach', 'clear turquoise', 'pastel blue', 'olive green', 'jewel blue']",Palette_1ac505a0
fair,green,blonde,Spring,"['golden yellow', 'coral', 'grey', 'deep red', 'jewel blue']",Palette_56b759a9
lightMedium,brown,auburn,Autumn,"['deep red', 'orange', 'coral', 'grey', 'bright red']",Palette_4a7d8ba5
fair,green,black,Summer,"['pastel blue', 'grey', 'coral', 'deep red', 'black']",Palette_a2466964
medium,blue,blonde,Spring,"['warm green', 'peach', 'lavender', 'orange', 'black']",Palette_bd70224d
light,brown,blonde,Summer,"['grey', 'soft pink', 'peach', 'orange', 'bright red']",Palette_d258d795
light,hazel,blonde,Spring,"['clear turquoise', 'golden yellow', 'grey', 'warm brown', 'white']",Palette_0aeca736
fair,Other,blonde,Summer,"['lavender', 'soft green', 'clear turquoise', 'deep red', 'bright red']",Palette_31967534
light,hazel,blonde,Spring,"['clear turquoise', 'warm green', 'grey', 'warm brown', 'bright red']",Palette_9b900cdd
light,brown,auburn,Summer,"['soft pink', 'grey', 'peach', 'orange', 'black']",Palette_57fdb4e0
light,brown,auburn,Summer,"['lavender', 'grey', 'coral', 'deep red', 'navy']",Palette_66958c49
light,hazel,blonde,Spring,"['clear turquoise', 'peach', 'grey', 'mustard', 'bright red']",Palette_f4c815dc
light,green,blonde,Spring,"['warm green', 'golden yellow', 'lavender', 'mustard', 'bright red']",Palette_a068d476
medium,brown,black,Spring,"['golden yellow', 'coral', 'lavender', 'deep red', 'black']",Palette_b7869dd7
lightMedium,brown,black,Spring,"['golden yellow', 'coral', 'soft green', 'warm brown', 'black']",Palette_7aeb7d0a
light,green,brown,Summer,"['grey', 'soft green', 'warm green', 'olive green', 'bright red']",Palette_c91f273c
fair,brown,brown,Summer,"['lavender', 'soft pink', 'warm green', 'warm brown', 'white']",Palette_45b4fe7b
fair,green,brunette,Summer,"['grey', 'soft pink', 'golden yellow', 'mustard', 'navy']",Palette_8d3bcf88
fair,brown,blonde,Summer,"['soft green', 'lavender', 'golden yellow', 'deep red', 'navy']",Palette_22673838
lightMedium,blue,brown,Spring,"['golden yellow', 'peach', 'soft green', 'deep red', 'jewel blue']",Palette_f7aa3acc
medium,brown,black,Spring,"['coral', 'warm green', 'grey', 'deep red', 'navy']",Palette_6d5135fc
medium,brown,black,Spring,"['clear turquoise', 'golden yellow', 'grey', 'deep red', 'navy']",Palette_1b0fab84
fair,blue,blonde,Spring,"['golden yellow', 'peach', 'grey', 'olive green', 'jewel blue']",Palette_d81ac7d5
medium,brown,black,Spring,"['coral', 'warm green', 'pastel blue', 'deep red', 'white']",Palette_8708b968
fair,blue,blonde,Spring,"['clear turquoise', 'golden yellow', 'pastel blue', 'orange', 'bright red']",Palette_74552428
mediumTan,brown,brown,Autumn,"['warm brown', 'mustard', 'coral', 'lavender', 'navy']",Palette_04d96801
light,hazel,brown,Summer,"['lavender', 'soft pink', 'coral', 'mustard', 'black']",Palette_d470c769
light,blue,auburn,Spring,"['golden yellow', 'clear turquoise', 'pastel blue', 'orange', 'bright red']",Palette_53ab35b5
light,hazel,brown,Summer,"['soft green', 'lavender', 'golden yellow', 'mustard', 'white']",Palette_1b64c9b9
light,green,brown,Summer,"['soft green', 'soft pink', 'golden yellow', 'olive green', 'jewel blue']",Palette_e5f4042c
light,brown,brunette,Summer,"['soft pink', 'pastel blue', 'coral', 'orange', 'navy']",Palette_73d635e1
fair,blue,blonde,Spring,"['peach', 'clear turquoise', 'soft green', 'deep red', 'white']",Palette_baedf42f
fair,blue,blonde,Spring,"['warm green', 'peach', 'soft pink', 'mustard', 'jewel blue']",Palette_a66d59d4
light,hazel,blonde,Spring,"['coral', 'golden yellow', 'grey', 'olive green', 'black']",Palette_418ac8d4
lightMedium,brown,brown,Autumn,"['orange', 'olive green', 'coral', 'grey', 'jewel blue']",Palette_74b7f79c
fair,brown,brown,Summer,"['grey', 'soft green', 'warm green', 'deep red', 'bright red']",Palette_8e8be2a9
fair,hazel,brown,Summer,"['grey', 'soft pink', 'warm green', 'deep red', 'black']",Palette_1a4a2159
light,blue,blonde,Spring,"['warm green', 'clear turquoise', 'soft green', 'olive green', 'navy']",Palette_7f396a96
medium,brown,brown,Autumn,"['deep red', 'warm brown', 'golden yellow', 'soft pink', 'jewel blue']",Palette_17021077
lightMedium,green,brown,Autumn,"['mustard', 'orange', 'warm green', 'soft green', 'white']",Palette_8b627439
mediumTan,brown,black,Spring,"['coral', 'warm green', 'lavender', 'warm brown', 'bright red']",Palette_a2623ad3
fair,green,black,Summer,"['grey', 'soft green', 'clear turquoise', 'deep red', 'white']",Palette_1a82a4fe
lightMedium,brown,black,Spring,"['golden yellow', 'peach', 'lavender', 'olive green', 'navy']",Palette_6d12ea47
light,blue,blonde,Spring,"['clear turquoise', 'peach', 'lavender', 'olive green', 'bright red']",Palette_edf3b6bf
tan,brown,brown,Autumn,"['mustard', 'orange', 'warm green', 'pastel blue', 'black']",Palette_7ae612db
fair,blue,blonde,Spring,"['golden yellow', 'clear turquoise', 'grey', 'warm brown', 'white']",Palette_ad523b3a
lightMedium,brown,brown,Autumn,"['orange', 'mustard', 'peach', 'grey', 'bright red']",Palette_ad6d44dc
medium,brown,brown,Autumn,"['olive green', 'deep red', 'warm green', 'grey', 'white']",Palette_179c9e49
fair,blue,blonde,Spring,"['warm green', 'coral', 'pastel blue', 'mustard', 'jewel blue']",Palette_e75185a6
medium,brown,red,Autumn,"['olive green', 'mustard', 'peach', 'soft pink', 'navy']",Palette_d98f960d
Other,blue,brunette,Spring,"['coral', 'warm green', 'soft green', 'orange', 'black']",Palette_5af377db
lightMedium,brown,black,Spring,"['golden yellow', 'peach', 'soft green', 'orange', 'bright red']",Palette_a9f3683c
lightMedium,brown,brown,Autumn,"['deep red', 'orange', 'coral', 'soft pink', 'navy']",Palette_78f789b3
lightMedium,brown,black,Spring,"['golden yellow', 'coral', 'grey', 'deep red', 'bright red']",Palette_1535c54a
lightMedium,brown,black,Spring,"['peach', 'warm green', 'lavender', 'deep red', 'navy']",Palette_903c0b9d
fair,blue,brown,Summer,"['soft green', 'lavender', 'coral', 'warm brown', 'white']",Palette_b8c5a4ab
lightMedium,brown,brown,Autumn,"['orange', 'olive green', 'warm green', 'lavender', 'jewel blue']",Palette_05bdc440
lightMedium,brown,black,Spring,"['peach', 'clear turquoise', 'lavender', 'deep red', 'black']",Palette_89a2829e
lightMedium,brown,black,Spring,"['warm green', 'clear turquoise', 'soft pink', 'olive green', 'bright red']",Palette_0109640b
light,green,brown,Summer,"['pastel blue', 'lavender', 'coral', 'mustard', 'bright red']",Palette_8da8a8bd
fair,hazel,auburn,Spring,"['clear turquoise', 'coral', 'pastel blue', 'deep red', 'white']",Palette_d3a660fc
lightMedium,brown,black,Spring,"['clear turquoise', 'coral', 'soft green', 'orange', 'white']",Palette_9634899f
